Nº do item,Descrição do item,Nome estrangeiro,Grupo de itens,Grupo taxas aduaneiras,Definição do imposto,Código de barras,Sujeito a imposto,Item de compra,Item de venda,Item de estoque,Em estoque,Quantidade encomendada por clientes,Qtd.encomend.fornecedor.,Conta de receita,Conta de receita isenta de imposto,Estoque máximo,Depósito padrão,Fornecedor preferencial,Nº catálogo do fabricante,Unidade de medida de compra,Itens por unidade de compra,Solicitado (UM compras),Estoque mínimo,Último preço analisado,Data do último preço de reavaliação,Porcentagem da taxa aduaneira,Item cancelado [Sim/Não],Data de produção em dias,Taxa de imposto para atacadista,Imposto em %,Desconto especial %,Código de desconto,Acompanhamento [Sim/Não],Unidade de medida de venda,Nº de itens por unidade de vendas,Depósito de mercadoria em consignação,Características,Quantidade contada no inventário,Estoque inicial,Método de avaliação,Assinatura do usuário,Livre [Sim/Não],Imagem,Transferência de exercício [S/N],Saldos transferidos [Sim/Não],Observações sobre o item,Nº de série,% comissão para o item,Comissão total para o item,Grupo de comissões,Tipo de estrutura de produtos,Nº de unidades,Último preço de compra,Última moeda de compra,Última data de compra,Moeda de emissão,Preço de emissão,Liberar depósito,Indicador de ativo fixo,Contado,Administração de nºs de série,Altura 1 - unidade de venda,Altura 1 - UM para vendas,Altura 2 - unidade de venda,Altura 2 - UM para vendas,Largura 1 - unidade de venda,Largura 1 - UM para vendas,Largura 2 - unidade de venda,Largura 2 - UM para vendas,Comprimento 1 - unidade de venda,Comprimento 1 - UM para vendas,Comprimento 2 - unidade de venda,Comprimento 2 - UM para vendas,Volume - unidade de venda,Volume - UM para vendas,Peso 1 - unidade de venda,Peso 1 - UM para vendas,Peso 2 - unidade de venda,Peso 2 - UM para vendas,Altura 1 - unidade de compra,Altura 1 - UM para compras,Altura 2 - unidade de compra,Altura 2 - UM para compras,Largura 1 - unidade de compra,Largura 1 - UM para compras,Largura 2 - unidade de compra,Largura 2 - UM para compras,Comprimento 1 - unidade de compra,Comprimento 1 - UM para compras,Comprimento 2 - Unidade de compra,Comprimento 2 - UM para compras,Volume - unidade de compra,Volume - UM para compras,Peso 1 - unidade de compra,Peso 1 - UM para compras,Peso 2 - unidade de compra,Peso 2 - UM para compras,Moeda da comissão fixa,Fabricante,Data da última venda,Característica 1,Característica 2,Característica 3,Característica 4,Característica 5,Característica 6,Característica 7,Característica 8,Característica 9,Característica 10,Característica 11,Característica 12,Característica 13,Característica 14,Característica 15,Característica 16,Característica 17,Característica 18,Característica 19,Característica 20,Característica 21,Característica 22,Característica 23,Característica 24,Característica 25,Característica 26,Característica 27,Característica 28,Característica 29,Característica 30,Característica 31,Característica 32,Característica 33,Característica 34,Característica 35,Característica 36,Característica 37,Característica 38,Característica 39,Característica 40,Característica 41,Característica 42,Característica 43,Característica 44,Característica 45,Característica 46,Característica 47,Característica 48,Característica 49,Característica 50,Característica 51,Característica 52,Característica 53,Característica 54,Característica 55,Característica 56,Característica 57,Característica 58,Característica 59,Característica 60,Característica 61,Característica 62,Característica 63,Característica 64,Data de produção,Data de atualização,Código de exportação de dados,Fator de venda 1,Fator de venda 2,Fator de venda 3,Fator de venda 4,Fator de compra 1,Fator de compra 2,Fator de compra 3,Fator de compra 4,Fórmula de vendas,Fórmula de compras,Definição de imposto sobre compra,Custo do item,Unidade de medida da embalagem (compras),Quantidade por embalagem (compras),Unidade de medida da embalagem (vendas),Quantidade por embalagem (vendas),SCN Counter,Administrar nº de lote [Sim/Não],Administrar apenas o nº de série na saída,Fonte de dados,Ativo,Ativo desde,Ativo até,Inativo,Inativo desde,Inativo até,Forçar seleção do nº de série,Observações ativas,Observações inativas,Instância do log,Tipo de objeto,Identificador adicional,Eliminado,Nº interno,Conta de despesas,Conta de receita - estrangeira,Tipo de envio,Definir contas do Razão por,Conta de receita - UE,Conta de despesas - estrangeira,Conta de despesas - UE,Tipo de imp.,Administrar estoque por depósito,Sujeito a IRF,Tipo de item,Modelo de garantia,Nome da unidade base,País/região de origem,Valor do estoque,Item fictício,Método de saída,Rendimento em %,Porcentagem de determinação do preço,Método de administração,Ponto de reabastecimento,Unidade de medida de estoque,Método de planejamento,Método de suprimento,Intervalo do pedido,Solicitar múltiplos de,Quantidade mín.pedido,Tempo de processamento,Imposto indireto,Código do imposto (C/R),Código do imposto (C/P),Código serviço prestado,Código serviço contratado,Grupo de serviço,Código NCM,Tipo de material,Grupo de materiais,Fonte do produto,Categoria de serviço,Serviço ou material,Sujeito a imposto seletivo [sim/não],ID do capítulo,Nº série utilizado notificação,Nº lançamento provisório,Valor estipulável,Entrada código DNF,Atualização do usuário,Especificação do item,Categoria do imposto,Série,Número,Combustível,Tabela de Bebidas,Grupo de Bebidas,Marca da Bebida,Anexo,Entrada de anexo,Dias de tolerância,Grupo de unidades de medida,Unidade de medida de compra padrão,Unidade de medida de venda padrão,Unidade de medida de estoque.1,Emitir primeiramente por SnB ou depósito,Classe do ativo,Grupo de ativos,Número do estoque do ativo,Técnico do ativo fixo,Colaborador do ativo fixo,Localização,Marcação de propriedade da empresa,Cessão,Desativar após vida útil,Status do ativo fixo,Data de incorporação,Data de aquisição,Data de aposentadoria,Método de picking de conta do Razão,Sem descontos,Gerenciar ativo fixo por quantidade,Comentário do ativo 1,Comentário do ativo 2,Montante do ativo 1,Montante do ativo 2,Grupo de depreciação,Número de série do ativo,Nome da unidade de medida de contagem do estoque,Número de itens por unidade de contagem,Entrada da unidade de medida de contagem do estoque,"Um lote, um recibo",Código da regra de verificação,Código SCS,Tipo de produto especial,Peso 1 - Estoque,Peso 1 - Unidade de estoque,Peso 2 - Estoque,Peso 2 - Unidade de estoque,Depósito de componente,Creatn Time - Incl. Secs,Update Full Time,Item de ativo virtual,Item do ativo virtual de origem,Incluir no rollup do custo de produção,Custo padrão de produção,Forçar números de série do ativo,Recurso vinculado,Porcentagem pendente de bens de investimento,Bens de investimento em limite de espera,Unidade de preço,Relevante para IBS,Entrada SAC,Categoria de IBS,Valor estipulável para WTR,UM de quantidade importada seletiva padrão,Valor fixo seletivo padrão,Taxa seletivo padrão,SOI seletivo,Código TNVED,Item importado,Lotes automáticos [Sim/Não],Contabilidade de cliente,Identificação de item padrão,Classificação da mercadoria,Código de categoria do imposto para GTS,Versão de dados,Código NVE,Código CEST,Quantidade de lacres de controle,Texto legal,Origem do código QR,Rastreável,Lançamento de IFRS para reavaliação,Categoria de imposto de embalagem plástica,Peso da embalagem plástica,Motivo de isenção fiscal de embalagem plástica para C/P e C/R,Motivo de isenção fiscal de embalagem plástica para produção,SAF-T Product Type,IPI Stamp,Item Classification Code,Federal Service Code,Tax UoM Bar Code,Quantity per Tax UoM,Tax UoM,IVA-ST,IPI Class Code,SPED Item/Service Code,SPED Item/ICMS Rate,SPED Item/Exemption for TIPI
I126,HIGIENIZADOR DE ASSENTO KC 300MLX 2,,111,-1,,,Y,Y,N,Y,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,555,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:45,224045,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I127,HIGIENIZADOR DE MAOS  KIMCARE SPRAY,,105,-1,,,Y,Y,N,Y,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,556,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:46,224046,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I131,IMPRESSOS E MATERIAL DE ESCRITORIO,,103,-1,,,Y,Y,N,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,559,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:46,224046,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I134,INSTRUMENTOS MUSICAIS,,103,-1,,,Y,Y,N,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,561,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:46,224046,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I139,JORNAIS E REVISTAS,,103,-1,,,Y,Y,N,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,565,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:46,224046,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I147,LIMPEZA E CONSERVACAO,,103,-1,,,Y,Y,N,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,569,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:47,224047,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I148,LIMPEZA DE BEBEDORO,,103,-1,,,Y,Y,Y,Y,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,570,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:47,224047,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I491,LU HEALTH ONE CLINIC - ON PREMISE,,100,-1,,,Y,Y,Y,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,571,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:47,224047,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I492,LU HEALTH ONE HOSPITAL - ON PREMISE,,100,-1,,,Y,Y,Y,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,572,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:47,224047,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
I493,LU BUILD ONE - ON PREMISE,,100,-1,,,Y,Y,Y,N,0,0,0,,,0,,,,,1,0,0,0,,0,N,,,,0,,N,,1,0,,0,0,A,8,N,,N,N,,,0,0,,N,1,0,,,,0,,N,N,N,0,,0,,0,,0,,0,,0,,0,4,0,,0,,0,,0,,0,,0,,0,,0,,0,4,0,,0,,,-1,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2024-08-28,2024-08-28,,1,1,1,1,1,1,1,1,,,,0,,1,,1,,N,N,O,Y,,,N,,,Y,,,,4,,N,573,,,1,W,,,,Y,Y,N,I,,,,0,N,B,,0,R,0,,N,B,,0,0,,N,,,-1,-1,-1,-1,4,-1,0,-1,2,N,-1,,,0,-1,,,,3,,-1,,,-1,,,,-1,,,-1,,,,,,,,N,N,N,N,,,,A,N,N,,,0,0,,,,1,,N,,,,0,,0,,B,22:40:47,224047,N,,Y,0,N,,0,0,-1,N,-1,,0,,0,0,4,,N,N,N,,,,1,,-1,0,,,N,N,,0,,,P,,,,,0,,0,,,0,
